TransactionID,AccountOriginID,AccountDestinationID,TransactionTypeID,Amount,BranchID,Description
3014976,201383,201482,2,1238.81,22,Transaction14976
3031849,200837,201428,1,4763.02,13,Transaction 31849
3009965,201557,201132,2,3241.97,27,Transaction 9965
3010872,200461,200071,2,2865.89,38,Transaction 10872
3022841,201597,201401,3,2694.4,16,Transaction 22841
3008661,200300,200018,2,3970.08,1,Transaction 8661
3040074,200091,200074,2,1125.57,17,Transaction 40074
3030761,200068,200925,1,2892.54,27,Transaction 30761
3029121,201413,201043,3,1445.24,15,Transaction 29121
3002031,201468,201570,3,1301.16,50,Transaction 2031
3024253,201230,201586,4,1541.81,48,Transaction 24253
3029530,200183,200096,3,144.59,22,Transaction 29530
3032735,200401,201162,1,2552.58,15,Transaction 32735
3043299,200199,201527,2,3059.95,46,Transaction 43299
3028116,200186,201301,1,2705.19,21,Transaction 28116
3042455,200826,200977,1,2586.24,13,Transaction 42455
3047490,200392,200147,4,4027.48,3,Transaction 47490
3015204,201077,200016,2,354.91,47,Transaction 15204
3003090,200975,200098,2,4956.35,29,Transaction 3090
3012510,201348,200217,1,2485.48,16,Transaction 12510
3001781,200889,200604,1,2726.32,28,Transaction 1781
3024592,200679,200893,1,4476.1,47,Transaction 24592
3049426,200773,201005,2,3267.12,17,Transaction 49426
3019550,200709,200874,3,397.34,36,Transaction 19550
3006449,201385,200962,1,3568.02,35,Transaction 6449
3008555,200780,201182,3,3034.6,50,Transaction 8555
3048768,201272,201402,2,4880.31,4,Transaction 48768
3014366,201492,201266,2,3914.92,23,Transaction 14366
3021848,200929,200864,3,59.31,11,Transaction 21848
3014740,200466,200179,2,2543.76,44,Transaction 14740
3016680,200972,200386,3,1649.67,14,Transaction 16680
3041008,200115,201505,2,3294.56,3,Transaction 41008
3038343,200612,201551,1,3334.45,15,Transaction 38343
3048327,201287,200691,2,4436.06,47,Transaction 48327
3047748,200409,201247,1,2842.41,5,Transaction 47748
3037146,200052,200162,1,3835.87,49,Transaction 37146
3048153,200726,200352,3,3983.54,25,Transaction 48153
3049258,201242,201167,1,4322.77,46,Transaction 49258
3045301,200491,201595,2,4766.48,12,Transaction 45301
3018111,200954,200226,3,2496.6,49,Transaction 18111
3007700,201257,201089,2,49.36,35,Transaction 7700
3003273,201303,201600,3,1890.45,12,Transaction 3273
3006764,201022,200405,1,4755.37,38,Transaction 6764
3014358,200265,200801,2,3670.73,39,Transaction 14358
3026210,201257,200530,2,998.64,23,Transaction 26210
3025440,201210,201324,2,2665.49,31,Transaction 25440
3034223,200926,200691,3,3933.81,26,Transaction 34223
3029525,200597,201340,1,3667.66,41,Transaction 29525
3002802,200430,200287,3,3168.17,44,Transaction 2802
3010077,200891,200824,3,1981.46,10,Transaction 10077
3002338,200947,201601,2,2560.16,33,Transaction 2338
3004562,201131,200157,2,3986.15,18,Transaction 4562
3044505,200950,200557,3,4945.84,27,Transaction 44505
3009836,200105,201235,3,3122.62,14,Transaction 9836
3041596,200248,200331,4,6.68,22,Transaction 41596
3048102,200495,200880,2,400.94,25,Transaction 48102
3041940,200784,200402,1,3281.6,12,Transaction 41940
3006811,201443,201567,3,1995.81,14,Transaction 6811
3012417,200935,201629,4,3201.89,27,Transaction 12417
3008229,200777,200096,1,755.27,38,Transaction 8229
3024183,200430,201519,1,503.35,12,Transaction 24183
3040163,201261,200190,4,1826.68,10,Transaction 40163
3029709,201132,200408,3,4741.61,16,Transaction 29709
3049320,201413,200038,2,2972.79,9,Transaction 49320
3029622,201570,200012,3,763.88,25,Transaction 29622
3018182,200933,201305,3,2666.28,18,Transaction 18182
3012466,200058,200985,2,4616.13,41,Transaction 12466
3032728,200600,200147,1,763.86,14,Transaction 32728
3016077,200736,200714,4,32.04,37,Transaction 16077
3000966,200648,201578,2,3958.18,8,Transaction 966
3034796,200531,200703,4,3431.82,47,Transaction 34796
3039249,200498,200627,1,855.72,4,Transaction 39249
3047590,200043,200169,3,3108.52,46,Transaction 47590
3037020,200485,200820,1,2578.7,9,Transaction 37020
3028276,200148,200461,4,1771.07,13,Transaction 28276
3019277,201043,200993,3,1507.15,41,Transaction 19277
3034499,201487,201544,3,372.38,34,Transaction 34499
3014268,200410,200132,3,1056.81,7,Transaction 14268
3019997,201452,201200,1,731.55,44,Transaction 19997
3014076,201573,201439,2,3471.08,8,Transaction 14076
3008210,201160,200588,4,999.52,37,Transaction 8210
3004215,200098,200963,3,91.57,46,Transaction 4215
3033209,200897,201368,3,1582.12,10,Transaction 33209
3011618,200708,200983,1,1537.94,22,Transaction 11618
3003844,200387,200804,2,3535.18,21,Transaction 3844
3006102,200686,200945,2,4016.5,13,Transaction 6102
3005852,200586,201139,2,1593.44,10,Transaction 5852
3042199,200404,200764,1,3008.52,19,Transaction 42199
3009748,201581,200650,3,4221.18,13,Transaction 9748
3028737,201038,200084,1,4081.74,32,Transaction 28737
3009797,200064,201258,3,2365.56,30,Transaction 9797
3021399,201629,200352,2,281.32,49,Transaction 21399
3014081,200467,200099,1,884.44,19,Transaction 14081
3039564,201385,200362,3,1025.25,47,Transaction 39564
3029699,200788,200087,3,448.69,22,Transaction 29699
3006572,201592,201588,4,4810.32,49,Transaction 6572
3020972,200492,200462,1,4653.22,14,Transaction 20972
3013086,200105,200055,1,2216.76,38,Transaction 13086
3037437,200672,200559,3,4163.91,18,Transaction 37437
3048451,200903,200256,3,1074.71,38,Transaction 48451
3026832,200556,201144,2,2173.61,14,Transaction 26832
3043964,200406,200335,3,3882.74,37,Transaction 43964
3016843,201330,201151,3,4410.41,33,Transaction 16843
3041068,200022,201494,1,294.53,42,Transaction 41068
3013698,201291,201257,3,1716.3,40,Transaction 13698
3036425,201138,201605,2,1020.41,16,Transaction 36425
3019519,201278,200821,2,851.97,36,Transaction 19519
3023595,201570,200472,2,245.13,15,Transaction 23595
3038688,201033,201389,2,2617.39,42,Transaction 38688
3024162,200887,200719,3,2971.76,29,Transaction 24162
3044021,200682,200827,3,2884.08,44,Transaction 44021
3034245,200889,201191,2,4203.35,41,Transaction 34245
3004002,200143,200064,2,3191.88,22,Transaction 4002
3035099,200270,200601,3,4526.85,45,Transaction 35099
3031269,201296,200350,1,4795.12,3,Transaction 31269
3015671,200293,201450,3,3695.84,23,Transaction 15671
3044442,200833,200783,3,4638.87,24,Transaction 44442
3012714,201428,200256,3,784.63,8,Transaction 12714
3009497,200761,201570,1,4107.6,25,Transaction 9497
3031521,200299,201093,3,3386.61,5,Transaction 31521
3039622,200575,200755,1,1611.44,4,Transaction 39622
3010568,200473,200498,1,657.73,28,Transaction 10568
3041646,200958,200848,4,128.47,23,Transaction 41646
3045867,200447,201304,3,2263.38,6,Transaction 45867
3012208,200382,201340,2,2442.96,17,Transaction 12208
3044449,201345,200536,3,2538.72,14,Transaction 44449
3000046,200106,200184,2,2450.36,23,Transaction 46
3035549,201524,200376,2,3052.03,35,Transaction 35549
3040320,200370,200041,2,3473.37,34,Transaction 40320
3044776,200251,201496,2,2220.04,50,Transaction 44776
3005867,200223,200094,3,3780.28,39,Transaction 5867
3001643,200302,201416,2,36.51,34,Transaction 1643
3047531,201203,200472,1,4272.05,2,Transaction 47531
3041476,200232,200129,2,4116.21,33,Transaction 41476
3040238,201404,201272,2,701.94,19,Transaction 40238
3016488,200471,200375,3,2976.06,29,Transaction 16488
3007929,200675,200688,2,3994.48,5,Transaction 7929
3028738,201072,200212,3,3561.88,25,Transaction 28738
3009170,201044,200057,2,1057.88,15,Transaction 9170
3001074,200696,200453,3,1644.81,31,Tranmaction 1074
3045755,200292,201375,2,3460.51,50,Transaction 45755
3012606,200680,200583,2,1112.08,32,Transaction 12606
3022338,200129,200695,3,4429.3,18,Transaction 22338
3001143,201074,200726,4,4330.08,4,Transaction 1143
3006067,201163,201424,1,1812.63,6,Transaction 6067
3044456,201245,200609,3,4624.65,16,Transaction 44456
3000432,201011,201014,1,2659.13,36,Transaction 432
3014957,200148,200213,3,1954.17,30,Transaction 14957
3006418,201171,200969,1,2199.57,8,Transaction 6418
3036818,200789,201508,3,64.69,22,Transaction 36818
3029226,200675,200142,2,1818.78,47,Transaction 29226
3041484,200044,201089,1,1827.11,36,Transaction 41484
3025387,200553,201478,1,232.52,25,Transaction 25387
3008060,201641,201621,2,2377.9,46,Transaction 8060
3033760,200777,200917,1,1622.87,36,Transaction 33760
3041898,201374,200558,1,4724.91,43,Transaction 41898
3023157,200960,201028,3,869.6,41,Transaction 23157
3016153,201185,200639,1,3675.94,6,Transaction 16153
3007098,200696,200302,3,1339.6,14,Transaction 7098
3036466,201146,201388,4,4307.17,38,Transaction 36466
3005872,200552,200459,1,152.82,44,Transaction 5872
3041353,201345,200536,2,2201.9,29,Transaction 41353
3002191,200895,200956,3,4899.76,40,Transaction 2191
3036356,200684,200310,2,3996.18,9,Transaction 36356
3021847,200891,201085,3,3257.1,17,Transaction 21847
3024898,201234,200816,2,2207.8,17,Transaction 24898
3014632,201473,200154,3,4195.19,15,Transaction 14632
3023659,201461,200283,1,4193.02,19,Transaction 23659
3044798,201466,200116,3,2250.77,5,Transaction 44798
3042200,201507,200280,3,3069.07,30,Transaction 42200
3040766,201230,201167,2,4460.3,43,Transaction 40766
3032005,200587,200482,1,954.32,36,Transaction 32005
3030427,201201,200803,3,1717.73,35,Transaction 30427
3041331,200779,200826,2,1728.02,29,Transaction 41331
3000199,200911,200009,2,220.47,46,Transaction 199
3023189,200723,200805,1,3114.57,5,Transaction 23189
3032572,200972,200424,1,3901.51,13,Transaction 32572
3016877,201099,201591,1,3087.65,6,Transaction 16877
3045102,201029,201168,2,4306.16,21,Transaction 45102
3042887,200283,200145,2,2442.28,40,Transaction 42887
3024528,200171,201529,1,3482.31,5,Transaction 24528
3039957,201222,201404,1,2066.77,34,Transaction 39957
3014764,200808,201580,2,1344.49,47,Transaction 14764
3005001,201511,200658,1,2646.18,16,Transaction 5001
3047825,201265,200428,1,2301.56,19,Transaction 47825
3023372,200545,201553,3,448.55,41,Transaction 23372
3021997,200570,201577,1,3120.36,47,Transaction 21997
3014804,200823,200814,2,1565.45,9,Transaction 14804
3048611,200508,201169,1,4332.43,26,Transaction 48611
3016628,201097,201236,1,3073.58,1,Transaction 16628
3021124,201120,200331,3,4450.93,3,Transaction21124
3038172,201195,201340,1,3219.53,5,Transaction 38172
3014605,201355,201184,3,607.75,27,Transaction 14605
3035830,200210,200939,1,4119.65,21,Transaction 35830
3028897,201510,200331,3,2732.84,3,Transaction 28897
3036341,200495,201347,2,1710.49,18,Transaction 36341
3047321,200540,201265,2,2662.26,35,Transaction 47321
3027840,200065,200954,4,3669.32,43,Transaction 27840
3025782,201171,200230,3,3003.16,6,Transaction 25782
3007854,200302,201588,2,1944.28,46,Transaction 7854
3016803,200385,200838,3,2797.24,14,Transaction 16803
3025338,201487,201394,2,1191.01,45,Transaction 25338
3019459,200838,200122,2,2440.88,7,Transaction 19459
3035124,200240,201433,2,4366.23,14,Transaction 35124
3014665,201096,200381,2,4883.71,33,Transaction 14665
3044921,200186,201461,3,4287.12,30,Transaction 44921
3006047,200279,201639,3,1263.35,42,Transaction 6047
3032514,201605,200054,1,3529.29,48,TransaMtion 32514
3019434,200187,200128,4,2886.9,26,Transaction 19434
3045011,201068,200489,1,3758.53,37,Transaction 45011
3045391,200626,200649,1,3648.62,44,Transaction 45391
3042859,200018,200259,2,3890.26,33,Transaction 42859
3014180,200897,200065,3,164.52,24,Transaction 14180
3006096,200505,201179,2,1526.65,25,Transaction 6096
3010534,201237,200777,3,2347.36,32,Transaction 10534
3038547,201561,201330,1,3819.74,40,Transaction 38547
3048344,201612,200712,2,1477.4,25,Transaction 48344
3036486,200246,201471,1,4550.91,27,Transaction 36486
3019167,200073,201021,1,4857.83,24,Transaction 19167
3028317,201269,200990,1,2398.52,45,Transaction 28317
3048709,200533,201411,2,1458.03,23,Transaction 48709
3020895,200052,201461,3,1170.59,37,Transaction 20895
3028448,200453,201283,2,4023.28,44,Transaction 28448
3002076,201436,200445,4,2331.5,24,Transaction 2076
3034865,200100,200671,1,4928.13,19,Transaction 34865
3018898,201449,201636,1,2004.89,25,Transaction 18898
3033253,200359,201627,2,362.51,34,Transaction 33253
3008830,201364,200669,1,1448.44,14,Transaction 8830
3029322,200209,201323,2,3381.63,18,Transaction 29322
3048166,200292,200664,4,2755.71,22,Transaction 48166
3041013,200022,200101,3,3665.5,13,Transaction 41013
3016017,201621,201342,2,1481.29,8,Transaction 16017
3006609,201029,200780,1,2469.79,8,Transaction 6609
3009346,201281,200125,3,3941.23,23,Transaction 9346
3019286,201584,200853,2,2078.16,32,Transaction 19286
3047115,200678,200426,2,4349.78,18,Transaction 47115
3034155,201336,201160,2,4387.82,24,Transaction 34155
3006662,200633,201117,2,834.93,4,Transaction 6662
3045919,200557,200322,3,1652.96,6,Transaction 45919
3009218,200022,201074,2,1804.66,20,Transaction 9218
3015238,200345,200874,2,1065.63,5,Transaction 15238
3038456,200301,201488,3,1322.74,38,Transaction 38456
3022803,201527,200919,1,3888.35,15,Transaction 22803
3014479,200655,200195,2,4796.77,22,Transaction 14479
3010747,201087,200186,2,4807.9,17,Transaction 10747
3012768,201012,201403,3,377.43,9,Transaction 12768
3007910,201628,200943,1,3933.89,32,Transaction 7910
3040471,201394,201598,1,3671.5,48,Transaction 40471
3031237,200485,200419,3,4815.68,18,Transaction 31237
3025874,201189,201506,1,3985.15,40,Transaction 25874
3008904,200945,201350,3,4517.71,6,Transaction 8904
3021681,200412,200552,4,2137.93,26,Transaction 21681
3004916,200323,200992,3,2063.43,42,Transaction 4916
3048729,200803,200818,1,448.93,18,Transaction 48729
3043816,201408,201420,3,1409.97,34,Transaction 43816
3036849,201115,200721,3,4513.94,34,Transaction 36849
3008971,201254,200415,1,1959.02,38,Transaction 8971
3044052,201484,200987,4,3913.05,27,Transaction 44052
3009806,200506,200253,3,945.66,46,Transaction 9806
3016985,201454,201307,2,3549.84,45,Transaction 16985
3048276,200177,201182,3,4143.17,22,Transaction 48276
3040245,200172,201261,3,1168.26,22,Transaction 40245
3005373,200281,201442,1,43.17,49,Transaction 5373
3004192,201252,200014,2,4832.56,17,Transaction 4192
3016364,200971,200519,2,295.56,32,Transaction 16364
3033755,200761,201199,1,4161.79,32,Transaction 33755
3020314,200201,200906,2,4245.23,21,Transaction 20314
3034400,201581,201190,2,692.23,49,Transaction 34400
3016943,200976,200971,3,3524.25,37,Transaction 16943
3020096,201640,201011,1,838.43,22,Transaction 20096
3015873,200717,200847,1,1679.49,29,Transaction 15873
3027160,200999,201396,2,4450.56,3,Transaction 27160
3037811,200286,200446,2,195.21,48,Transaction 37811
3038250,201246,200144,3,4890.37,36,Transaction 38250
3043985,200055,201529,1,2366.37,8,Transaction 43985
3045419,200023,200505,2,3801.39,33,Transaction 45419
3012524,201649,200993,1,1839.02,25,Transaction 12524
3014724,201017,201435,3,2368.43,47,Transaction 14724
3032598,200371,200506,3,4379.72,11,Transaction 32598
3045518,200755,201411,3,4138.07,25,Transaction 45518
3040111,200769,200197,2,3587.87,37,Transaction 40111
3033423,200251,200393,2,272.6,14,Transaction 33423
3044284,200617,201174,2,1858.82,39,Transaction 44284
3002156,200995,201405,3,2692.27,3,Transaction 2156
3027986,200283,200814,4,3101.91,22,Transaction 27986
3004293,200472,201036,1,2315.36,24,Transaction 4293
3011860,201192,201040,3,701.75,3,Transactin 11860
3016381,200299,200872,1,4419.57,19,Transaction 16381
3011403,201321,200586,2,2624.16,50,Transaction 11403
3012340,200699,201063,3,2458.77,45,Transaction 12340
3000720,200126,200434,4,1227.24,26,Transaction 720
3041122,201241,200043,4,3205.39,14,Transaction 41122
3044820,200109,200451,1,1510.53,46,Transaction 44820
3003908,200926,201589,1,4064.12,20,Transaction 3908
3016744,200294,200958,1,1986.46,30,Transaction 16744
3043055,200405,200569,1,1007.78,17,Transaction 43055
3004841,200018,200789,1,2566.85,39,Transaction 4841
3035794,201179,201528,1,4243.86,29,Transaction 35794
3048452,200689,200379,2,2368.93,16,Transaction 48452
3013513,201636,200008,3,3546.23,26,Transaction 13513
3038280,200250,201316,1,3236.34,34,Transaction 38280
3040979,201648,201306,1,819.03,46,Transaction 40979
3013228,201242,200881,1,2949.72,15,Transaction 13228
3031483,200170,200208,1,4160.76,9,Transaction 31483
3042946,200114,200166,3,3477.22,9,Transaction 42946
3002429,201436,200479,3,1584.44,23,Transaction 2429
3026581,201591,201199,1,670.96,7,Transaction 26581
3029767,201197,200784,2,1113.74,24,Transaction 29767
3017622,201359,201262,1,3348.57,27,Transaction 17622
3021969,200482,201240,3,4774.69,38,Transaction 21969
3021507,200318,200468,1,330.02,49,Transaction 21507
3024630,201575,201476,1,3602.62,41,Transaction 24630
3024250,201624,201599,2,3270.08,40,Transaction 24250
3034783,200790,201266,1,1553.9,10,Transaction 34783
3001226,201269,200473,2,2058.44,8,Transaction 1226
3017014,200217,201603,3,4199.18,38,Transaction 17014
3014755,201140,200560,4,4031.55,8,Transaction 14755
3008834,200536,201567,3,710.73,46,Transaction 8834
3013126,201519,201459,3,4922.04,16,Transaction 13126
3025091,200307,200835,1,4390.25,46,Transaction 25091
3037281,200532,201244,3,750.56,11,Transaction 37281
3019412,200805,200180,2,2594.67,2,Transaction 19412
3035901,201614,200410,3,3843.39,22,Transaction 35901
3018808,200930,200813,2,4992.5,39,Transaction 18808
3032019,200025,200049,4,3622.98,48,Transaction 32019
3040849,200971,200624,2,1413.01,42,Transaction 40849
3030161,201011,201132,1,2609.38,31,Transaction 30161
3048710,200952,200698,2,1664,23,Transaction 48710
3039278,200432,201396,3,384.55,17,Transaction 39278
3021246,200593,200422,3,1464.12,3,Transaction 21246
3007653,200948,200359,3,1479.62,24,Transaction 7653
3019030,200320,200087,1,282.31,26,Transaction 19030
3018991,200107,200493,1,9.1,1,Transaction 18991
3026373,200140,200618,3,1134.94,39,Transaction 26373
3035541,201500,200471,3,1442.56,43,Transaction 35541
3042618,201120,201407,2,4075.52,31,Transaction 42618
3002729,200235,200630,1,1978.9,30,Transaction 2729
3022124,201449,200370,3,958.36,11,Transaction 22124
3041185,201300,200169,2,4661.86,18,Transaction 41185
3025730,200087,201305,3,3157.11,37,Transaction 25730
3008468,201108,200007,2,995.33,36,Transaction 8468
3034760,200879,200200,2,3297.91,36,Transaction 34760
3001367,200591,201377,1,4548.76,37,Transaction 1367
3008571,200322,201627,3,980.08,20,Transaction 8571
3045556,200738,201057,2,4549.39,16,Transaction 45556
3029620,201487,200873,3,3980.59,6,Transaction 29620
3033496,201100,200837,3,679.43,50,Transaction 33496
3003740,201091,200753,3,593.76,35,Transaction 3740
3000492,200547,201221,2,1496.53,7,Transaction 492
3002532,201538,200537,1,481.68,13,Transaction 2532
3006157,201595,201124,2,2960.73,11,Transaction 6157
3041320,200652,201124,1,4795.86,22,Transaction 41320
3046262,201283,200054,2,2710.63,24,Transaction 46262
3000442,201503,201268,3,2488.63,2,Transaction 442
3032910,200858,200434,1,1522.19,24,Transaction 32910
