AccountID,CustomerID,AccountTypeID,AccountStatusID,Balance,
201201,10760,2,1,16158.07,
200448,11068,4,2,89822.89,
200807,10387,2,3,94042.15,
201521,10895,5,1,19290.69,
200988,10614,5,1,32176.3,
200156,10492,5,1,44226.17,
200027,10691,5,1,37361.45,
200612,10743,2,1,65135.68,
201492,11095,5,2,69060.9,
200947,10906,1,1,12696.33,
200043,10894,4,1,79719.69,
201163,10554,3,1,18417.51,
200801,10377,1,1,66280.88,
200899,10265,3,1,60784.62,
200356,10450,3,2,9782.45,
200233,11062,4,1,52635.31,
200330,10729,1,1,87731.37,
200909,10066,4,1,10768.21,
200021,10929,1,2,75314.83,
200268,10345,2,1,63328.69,
200943,10475,1,1,94132.42,
200243,10698,3,1,28537.58,
200209,10141,5,2,20828.49,
200800,10896,5,1,66997.3,
200228,10997,3,1,10485.76,
201269,10041,5,1,30914.75,
200578,10705,4,2,24570.15,
200498,10800,1,1,15998.84,
201605,10458,1,3,61452.84,
200096,10659,2,2,7371.56,
200824,10075,4,1,33251.84,
201287,10741,5,1,61811.52,
201209,10748,2,1,44989.68,
201502,10718,3,1,68003.49,
200615,10651,1,1,97085.48,
200019,10987,2,1,46697.84,
200363,11017,4,1,61675.17,
201496,10985,5,1,7522.28,
200987,10173,2,1,74953.59,
201627,10297,2,1,63276.07,
200198,10710,4,1,41712.43,
200768,10472,5,2,35557.51,
200239,10608,2,1,90045.38,
201257,10807,3,1,75151.44,
200093,10753,3,1,94367.39,
201256,10443,4,1,54267.69,
200575,10473,3,1,68796.18,
201369,10130,1,1,28474.18,
200778,10543,3,2,56580.01,
201197,10817,5,1,33695.66,
201403,10950,3,2,19307.32,
200942,10448,4,1,20566.29,
201290,10518,4,1,65129.17,
201303,10434,4,1,52486.18,
200683,10887,3,1,77337.56,
201178,10500,4,1,91571.7,
200375,10359,3,1,-484.03,
200602,11032,1,1,37855.48,
200911,10472,4,2,1982.54,
200389,10893,3,2,63269.23,
200858,10895,1,2,51078.34,
200676,10322,3,1,73634.29,
200552,10920,4,1,57401.58,
201507,10305,5,1,66363.63,
200571,10822,2,1,38267.06,
201328,10378,2,1,8886.02,
200649,10515,5,2,70672.09,
201313,10908,3,1,46225.22,
200373,10803,3,1,5341.19,
200915,10991,1,1,64672.06,
201384,10669,2,3,80291.35,
201030,10266,3,1,97583.98,
201242,10514,1,1,97505.74,
201461,10909,3,1,1067.92,
200628,10220,2,2,86449.35,
201044,10599,3,1,31813.08,
201625,10911,3,2,88833.03,
201396,10383,4,1,46889.38,
200751,10739,4,1,11153.1,
201060,10491,4,1,13816.59,
200022,10697,3,1,54626.23,
201315,10821,5,2,98852.39,
200601,11013,2,1,24970.51,
201536,10978,2,1,53964.3,
200499,10779,4,1,41756.99,
200859,11068,1,1,96162.77,
200539,10891,4,1,63989.93,
200879,10491,3,1,81043.65,
200191,10107,2,1,64668.96,
201423,10285,5,1,34139.84,
201100,10349,4,2,7238.29,
200525,10096,4,2,3728.4,
201285,10410,2,1,7142.29,
200226,10426,5,1,41080.03,
200381,10838,4,2,2046.9,
201583,11041,4,1,24816.84,
200424,10522,1,1,88759.77,
201040,10664,5,3,34532.54,
201235,10446,5,1,43432.25,
200001,10106,2,1,45976.72,
200906,10982,5,1,9453.32,
200818,10411,2,1,29665.12,
200630,10716,5,2,27089.05,
200408,10716,3,1,76094.38,
201237,11039,2,1,53106.86,
200776,11083,3,2,40804.47,
200054,10316,5,1,63209.82,
200622,10072,4,1,93463.8,
200658,10187,5,1,86577.85,
200967,10930,1,1,64653.85,
200174,10171,4,3,93803.16,
201406,10906,3,1,11905.54,
200714,10368,5,1,95795.81,
200086,10133,3,1,48388.47,
200810,10209,1,1,50288.56,
201598,10928,1,1,87141.62,
201378,10291,5,1,3388.13,
201125,10719,4,1,31958.06,
201503,10298,2,2,8447.57,
201622,10328,3,1,53194.87,
200745,10326,5,1,67365.33,
200687,10338,4,3,62288.73,
200547,10655,1,1,31878.18,
200748,10764,2,1,30016.82,
200289,10699,4,1,59032.48,
200460,10989,3,1,19062.04,
201571,10738,3,1,75100.88,
200148,10680,2,1,19169.97,
200516,10951,3,1,8374.94,
201043,10829,4,1,98193.39,
201437,10836,1,1,73882,
200338,10603,5,1,94115.37,
200807,10387,2,3,94042.15,
201193,10568,2,1,23397.62,
200076,10350,4,3,84752.19,
200765,10484,5,1,87592.18,
200206,10909,4,1,60464.15,
200102,10446,4,1,81059.87,
200302,10053,3,1,66179.18,
200572,10963,3,1,69371.4,
200840,10502,5,1,6781.42,
200248,10636,2,1,56908.2,
200956,10887,3,1,1763.48,
200495,11051,2,1,99576.52,
200267,10895,4,2,16849.22,
200418,10205,5,1,92852.87,
201188,10050,2,1,1832.23,
201589,10272,3,2,87870.96,
201390,10700,5,2,18214.86,
200415,10030,3,1,85956.02,
201033,10190,2,1,21893.19,
200679,10353,2,1,95993.15,
201436,10706,3,1,11204.58,
200422,10670,1,1,56501.8,
201389,10870,1,1,48802.76,
201399,10628,2,2,62704.13,
201604,10637,2,1,31197.66,
201607,10117,3,1,42912.69,
201022,10050,4,1,42042.75,
201063,10833,4,2,6138.42,
201152,10441,4,1,17726.86,
201175,10611,1,1,90209.21,
200586,10819,5,1,80092.14,
201608,10458,1,1,-332.64,
201349,10713,3,1,44268.2,
201262,10938,2,1,43169.25,
200698,10252,1,1,6818.08,
200379,10460,5,1,38941.36,
200309,10800,2,1,88843,
200462,10653,5,1,78226.86,
200186,10686,2,1,75229.57,
200432,10010,3,1,28642.89,
201070,10697,1,1,-451.22,
200996,10863,2,1,88081.58,
200632,10821,2,1,34136.27,
200671,10617,3,2,71165.2,
200686,10719,1,1,21832.9,
200962,10466,4,1,93428.62,
200523,10496,2,1,10299.2,
200496,10431,3,1,7310.55,
200715,10476,5,1,90889.92,
201129,10527,3,1,97520.65,
200645,10027,2,1,87257.64,
200075,10390,1,1,85355.69,
200464,10637,3,1,33402.53,
201189,10739,4,1,16636.45,
200182,10539,5,3,54673.13,
200152,11068,5,2,33642.96,
201431,10525,4,1,21044.85,
200849,10956,5,1,97799.03,
201387,10445,4,1,53314.79,
200982,10384,5,1,168.24,
200758,10561,3,1,66408.18,
201079,10818,1,1,43246.95,
200713,11085,5,1,36010.17,
201273,11013,4,1,71894.33,
200699,10639,2,1,45953.62,
200561,10092,1,1,32040.43,
200663,10534,1,1,30305.49,
200166,10498,4,1,6819.43,
200907,10045,1,1,82824.07,
201459,10700,4,1,11158.18,
200176,10857,5,2,98824.99,
201157,10277,5,1,798.95,
200957,10896,4,1,49195.28,
201225,10694,2,2,57861.87,
201195,10545,3,1,79409.9,
200934,10631,5,1,5803.63,
200548,10731,2,1,95485.55,
200688,10785,2,1,31938.31,
201229,10976,2,1,21440.71,
200502,10912,1,2,8471.71,
200873,11081,5,1,33312.88,
201314,10343,1,1,39814.31,
200829,11083,5,1,99367.56,
200620,10780,3,1,97709.97,
200562,10178,3,1,54139.42,
201643,10106,3,3,63417.47,
201158,10971,4,1,89490.97,
201000,10843,2,2,2903.48,
200387,11022,5,1,1484.19,
201266,10526,1,1,9506.54,
200590,10670,2,1,34993.26,
200044,10892,2,2,76966.28,
200684,10025,4,1,11829.41,
200295,11080,1,1,24421.48,
201101,10433,2,1,94618.51,
201485,11002,4,2,40948.29,
200995,10958,4,1,72530.73,
200625,10229,1,1,27438.12,
200231,10593,2,1,8421.29,
200832,10307,1,1,19414.17,
201006,10900,5,1,68744.61,
200103,10289,2,1,2495.42,
200970,10943,5,1,74975.09,
201217,10972,3,1,15058.27,
201169,10609,3,1,66365.39,
201393,10212,1,1,32876.62,
200712,10648,2,1,46654.26,
201270,10357,1,1,63489.87,
200936,10269,5,1,36884.55,
200407,10449,2,1,86226.61,
201253,10568,2,1,78877.32,
200752,10755,1,1,80947.03,
200139,10198,2,1,21643.34,
200346,10756,4,1,70376.51,
200830,10538,5,1,84771.02,
200313,11099,5,1,56305.33,
201090,10259,3,1,82411.23,
200320,10990,3,1,8383.78,
201548,10857,3,2,92484.05,
200232,10760,1,1,55207.57,
200744,10982,5,1,96691.7,
201630,10602,4,1,53513.59,
201421,10635,2,1,84925.81,
200079,10781,3,1,95799.13,
201504,10442,5,3,71478.64,
201146,10758,2,1,89943.75,
201118,10728,4,1,67765.16,
200333,10518,4,1,55863.11,
201096,10393,5,1,60980.9,
200857,10820,1,3,53012.76,
201386,10106,3,1,98621.54,
200736,10575,2,1,11911.62,
200847,10351,2,2,54095.48,
201547,10798,3,1,4214.72,
201121,10449,4,1,27961.66,
200609,10035,5,1,81307.85,
200723,10506,4,1,53411.49,
200544,11051,4,1,29118.69,
201467,11076,5,1,33217.79,
201220,10308,3,1,90588.29,
200554,10177,5,1,12929.14,
201623,10451,4,1,25904.48,
200953,10288,4,2,12654.78,
201588,10535,4,1,49951.87,
201304,10156,4,1,15816.85,
201563,10586,4,1,62435.08,
201628,10596,4,1,10894.96,
200651,10386,3,2,855.61,
200002,10839,5,1,84008.77,
201016,10958,2,1,56614.15,
200654,10306,4,1,29461.6,
201316,10545,4,1,31670.18,
200392,10524,4,2,47720.54,
201483,10990,3,1,39530.42,
200921,10951,4,1,9461.55,
200334,10515,3,1,4940.1,
201190,10702,2,1,20614.63,
200501,10227,4,1,75278.53,
201530,10602,4,1,76520.27,
200341,10241,4,1,48035.81,
200725,10882,1,1,7977.53,
200040,10493,5,1,28525.67,
201531,10478,5,1,22180.71,
201149,10760,3,1,24309.2,
201084,10411,3,2,8545.33,
200945,10412,5,1,62943.1,
200877,10675,2,1,59425.38,
200446,10998,1,1,46783.99,
200532,10632,3,1,81253.09,
200961,10360,3,1,49886.14,
200510,10795,1,2,4532.46,
200513,10997,3,2,76110.76,
201562,11095,5,1,25998.69,
201637,10091,4,1,9103.9,
201501,11003,3,1,81538.08,
200775,10848,3,2,988.89,
201420,10471,4,1,996.08,
201205,10538,5,1,12062.53,
201288,10202,5,1,19110.41,
200833,10832,2,1,94714.26,
201574,10374,5,1,65937.47,
201480,11000,1,1,90293.79,
200825,10244,5,1,88003.78,
200682,10773,5,1,22744.42,
200298,10278,2,1,57916.55,
200224,10662,2,1,93915.37,
201102,10430,5,1,98536.94,
200540,10270,3,1,67333.11,
200409,10952,2,1,52437.73,
200049,10716,3,2,97056.5,
200456,10842,3,2,40616.96,
201278,10608,1,1,297.26,
200598,10687,5,1,16337.78,
200670,10726,2,1,49866.12,
200223,10357,1,2,8616.26,
201645,10056,5,2,67221.71,
201286,10224,1,3,98752.9,
200475,10545,4,1,95560.61,
200846,10855,2,2,81624.65,
201135,10115,2,1,87109.52,
200783,10493,3,1,25552.59,
200603,10797,4,1,78968.31,
200047,10656,5,1,87103.24,
200315,10574,2,1,20955.84,
200247,10236,3,1,52971.73,
200954,10893,3,1,56851.42,
201210,10218,5,2,7138.31,
200068,10369,5,3,45217.07,
201347,10649,1,1,33515.77,
201267,10399,2,1,91798.81,
200060,10494,4,1,5113.53,
201296,11058,5,2,7370.12,
200013,10704,3,3,84904.63,
200710,10143,2,2,74801.11,
201159,10867,3,1,61114.59,
201274,10458,1,2,2700.81,
201139,11038,2,1,47313.93,
200792,10719,2,1,72900.62,
200033,11027,5,2,6284.54,
200882,10107,3,1,87535.78,
201416,10783,2,3,69925.49,
200275,10669,1,2,27422.79,
200058,10079,4,1,84232.06,
200966,10843,5,1,27860.05,
201539,10254,3,1,76819.46,
200878,10687,3,2,58649.9,
200265,10634,5,1,97161.64,
200215,10925,5,1,93508.87,
200536,10976,4,1,1991.63,
201602,10357,2,3,19241.05,
200132,10956,2,1,76952.07,
201206,10349,3,1,70501.6,
200542,10817,4,1,40479.35,
200186,10686,2,1,75229.57,
200037,10727,1,1,40414.75,
201318,10055,3,3,46463.91,
200755,10529,4,1,65092.89,
201057,10287,2,1,80862.99,
200809,10681,5,1,80735.96,
200082,10330,1,1,13907.67,
200063,10760,4,2,80873.7,
200820,10072,3,1,51867.25,
200414,10207,4,3,87346.91,
200437,10455,1,1,49112.5,
201538,10438,5,1,2857.78,
201113,10061,2,1,51248.28,
200110,10960,1,1,97375.3,
201282,10898,3,1,84216.02,
200743,10704,3,1,22715.48,
200192,10507,4,1,96203.92,
201438,11010,4,1,16137.61,
200573,10302,5,1,32888.15,
200599,10484,4,1,1921.06,
200213,10751,1,1,28659.41,
200343,10052,1,1,30095.9,
201231,10794,3,2,91941.52,
200884,10401,5,1,30778.96,
201447,10392,3,1,4120.31,
200386,10642,3,2,71440.11,
201233,10500,3,1,3705.27,
200031,10913,1,1,84415.35,
201167,10894,4,2,6939.38,
200101,10501,3,3,81973.76,
201009,10485,3,1,58760.77,
200656,10035,4,1,53079.45,
200332,10908,1,2,7437.98,
200366,10456,5,1,96922.37,
201142,10562,1,1,28929.92,
200028,11003,2,2,27830.4,
201301,10106,5,1,17600.55,
200427,10818,2,1,19976.54,
201344,10996,2,1,89803.18,
201031,10879,3,1,68630.97,
200790,11090,2,1,58371.1,
200521,10497,4,1,93801.23,
201354,10207,1,1,72901.86,
200897,10823,1,1,4734.68,
201222,10374,5,2,83157.4,
201216,10048,3,2,6196.05,
200196,11020,3,3,38213.2,
201458,10503,3,1,94637.81,
201342,10245,3,1,50624.91,
200402,10418,4,1,10931.61,
200476,10163,5,1,88906.14,
200187,10706,1,1,82125.5,
201312,10223,4,1,73001.03,
200286,11090,3,1,50087.8,
201230,10971,5,1,51946.98,
200917,10853,1,1,66553.69,
200891,10567,5,1,43164.35,
201441,10572,2,2,33936.14,
201019,10689,1,1,52550.59,
200696,10189,1,1,35946.6,
201472,11010,2,1,82901.01,
200841,10459,3,2,33874.96,
200522,10537,1,3,45129,
200731,10966,4,1,5811.77,
200481,10535,4,1,65910.21,
200023,10177,4,1,31727.05,
201226,10153,5,1,34571.98,
201527,10603,3,1,95258.96,
201045,10044,2,1,10177.2,
200597,10345,2,1,47257.88,
201164,10426,3,1,55889.89,
201525,10707,2,3,46295.23,
200465,10038,5,1,13231.48,
200091,10703,3,1,535.49,
201639,10255,5,1,36513.17,
200240,10312,3,1,1004.81,
200648,10499,1,1,93642.02,
201594,10035,2,1,99358.56,
200131,10103,3,1,75376.37,
201212,10280,3,1,28703.58,
200219,10318,4,1,22228.52,
200428,10674,4,1,75436.44,
201258,10398,1,1,63171.98,
201246,10667,2,2,4676.32,
200083,10686,5,1,34899.8,
200737,10347,2,3,55587.45,
200610,10219,3,1,77330.66,
200184,10286,3,2,23944.96,
200974,10707,3,1,8628.14,
200886,10634,5,1,30479.46,
201636,10395,5,1,90396.34,
200940,10258,4,1,67725.96,
201221,10840,5,1,46783.8,
201356,11004,1,1,80721.73,
201239,10155,4,1,85907.65,
201311,10024,4,1,6438.96,
200880,10529,4,1,50966.65,
200245,10471,4,1,15469.8,
200004,10584,5,1,49200.39,
201147,10851,2,1,28516.97,
201191,10203,5,2,85776.52,
200870,10585,4,1,41482.99,
200118,10298,4,1,61554.44,
200007,10219,4,1,76868.55,
200796,11092,5,1,5841.82,
200984,10762,4,1,68773.85,
201140,10822,5,1,4804.93,
200566,10781,2,2,2897.31,
201400,10739,2,1,75822.77,
200118,10298,4,1,61554.44,
201633,10335,2,1,33358.65,
200657,10694,4,1,97893.1,
201505,10551,5,1,37419.65,
201123,10892,2,1,34304.35,
201039,10617,5,1,60458.08,
201166,10634,1,1,32065.1,
200238,10283,3,1,4204.24,
201074,10935,4,1,64799.49,
200848,10114,5,2,99472.58,
201359,10848,5,1,56196,
201098,10573,2,1,71461.59,
200605,10325,1,3,62854.84,
200483,10397,2,1,7171.9,
200794,10243,3,1,89489.35,
200317,10002,2,1,54562.11,
200923,10415,4,1,35829.66,
200580,10371,5,1,75921.36,
200254,10478,5,1,57333.16,
200061,10838,3,1,71560.95,
200014,10441,5,1,84147.22,
200667,10128,5,1,76754.95,
200805,11008,4,2,29659.71,
200881,10595,5,2,35503.33,
201394,10895,2,1,49315.12,
201094,10207,1,2,36704.08,
201443,10185,2,1,23915.53,
201326,10042,2,1,88473.99,
200747,10842,1,2,98152.81,
200889,10002,5,1,72356.98,
200823,10799,3,1,83634.16,
201247,10004,1,1,30879.61,
200416,10836,5,1,66066.94,
200704,10584,2,2,92101.16,
201345,10914,2,1,31695.84,
200149,10239,1,1,75306.88,
200070,10632,5,1,57405.83,
201367,10390,5,1,12234.14,
200439,10246,1,1,96069.39,
200199,10518,4,1,5913.76,
201411,10567,3,1,-347.33,
200769,10126,1,1,53021.49,
200797,11057,2,1,8548.38,
201585,11046,2,1,73902.87,
200397,10576,5,2,14485.85,
200695,10899,3,2,64229.52,
200678,10124,4,3,93932.94,
201196,10448,4,1,2437.45,
200574,10676,1,1,22906.46,
201523,10267,5,1,15903.41,
200793,10002,2,1,48559.42,
200189,10209,2,1,13011.25,
201435,10824,2,1,60387.81,
200421,10845,5,2,51905.22,
201601,10204,4,1,45648.43,
200754,10495,3,1,86461.96,
200742,11097,2,1,91394.85,
201067,10352,1,1,26935.78,
200952,10206,5,1,43240.08,
201509,11090,3,1,51630.82,
200234,10712,5,1,73323.55,
200038,10343,5,2,24991.15,
201050,10515,1,1,67242.57,
200487,10458,2,1,36819.47,
201556,11081,1,1,78252.18,
200278,10912,1,1,2995.65,
201107,10806,4,1,56605.54,
200006,10423,4,3,50442.7,
200636,10362,5,3,72472.61,
200080,10803,2,1,22216.12,
200457,10693,1,1,23239.37,
200159,10435,2,1,30389.48,
201165,10344,5,1,20681.69,
201612,10409,2,2,25041.66,
200981,11044,4,1,74129.89,
201392,10372,4,1,11278.56,
200735,10963,5,3,40808.96,
200354,10046,2,1,33507.25,
201642,10462,1,2,66275.11,
200939,10293,4,1,88188.35,
201445,10647,5,1,61130.67,
201555,11091,2,1,24051.97,
201634,10615,4,1,60894.86,
201013,10909,1,1,43465.28,
201268,10802,3,1,34872.04,
200106,10010,3,1,15084.59,
200361,10906,4,2,31222.38,
200593,10463,3,1,45585.4,
201614,10006,3,1,54375.82,
200365,11065,1,2,61520.01,
201351,10688,5,1,43699.63,
200766,10389,1,1,8003.54,
200494,10082,5,1,25320.55,
201306,10182,2,1,92994.34,
200803,10856,4,1,57674.79,
201401,10479,5,1,41195.04,
201565,11083,3,1,2687.98,
201049,10106,1,1,90575.94,
201549,10892,5,1,52007.57,
201372,10001,3,1,20267.12,
200100,10907,2,1,55024.14,
200276,10662,5,1,39276.31,
200624,10468,4,1,77555.16,
200557,10594,5,2,47387.99,
200277,10988,4,1,27720.07,
200399,10749,4,1,42927.31,
201350,10407,4,1,36968.05,
200888,10345,3,1,26378.68,
201618,11048,3,1,66165.44,
200576,10351,5,1,85212.03,
201466,10035,1,1,42938.67,
200993,10600,5,2,96074.22,
201183,10895,4,2,44678.19,
200515,10422,4,1,37362.06,
200138,10735,1,3,35239.9,
200347,10109,3,1,91662.19,
200740,11008,5,1,9264.87,
201021,10624,3,1,74503.83,
201305,10295,1,1,88106.67,
201035,10674,1,1,89070.21,
200351,10767,2,1,41928.35,
201415,10643,2,1,52603.96,
200782,10672,1,1,82355.35,
200411,10431,1,1,80094.42,
200617,10297,5,1,76928.69,
201244,10457,3,2,36804.14,
200944,10577,5,1,73352.5,
201292,10213,3,1,1187.8,
200314,10671,2,1,54976.37,
200668,11092,1,1,74338.61,
200596,10474,2,1,22748.87,
200916,10037,1,1,22876,
201569,10574,1,2,91960.89,
200851,10922,4,1,4671.65,
200958,10745,5,1,89610.23,
200773,10427,2,1,26968.95,
200332,10908,1,2,7437.98,
200643,10876,4,1,74408.88,
200303,10091,2,1,82597.28,
200127,11019,3,1,41229.1,
200693,10009,4,1,95712.27,
200951,10923,5,1,1209.92,
200255,10122,5,2,63487.77,
200621,10749,2,2,71951.64,
201469,10395,4,2,96660.29,
201404,10061,4,1,42751.39,
201334,10891,2,1,43174.24,
200360,10135,3,1,80837.01,
200998,10889,3,2,93898.27,
200583,10378,3,1,40081.4,
200398,10253,2,1,3670.72,
201577,10128,1,1,90497.44,
201002,10458,3,1,92795.9,
200706,11067,2,1,26539.13,
201281,10427,1,1,40995.04,
200336,10492,2,1,1435.15,
201599,11074,3,1,65648.77,
200549,11022,3,1,89949.16,
200237,10510,4,1,14814.87,
200948,11097,2,1,37254.93,
201077,10930,1,3,63189.32,
201442,10821,2,1,92205.12,
201330,10392,1,2,52862.18,
200112,10075,5,1,37144.25,
200763,10909,5,1,37183.6,
200860,10374,2,1,29529.8,
200263,10940,2,2,71004.92,
201474,10276,4,1,63931.27,
200524,11030,3,1,97575.87,
200509,10151,1,1,98543.78,
200804,10088,4,1,29015.04,
201082,10384,1,1,35976.6,
201374,10258,1,1,25877.62,
200789,10579,5,1,39031.96,
200470,10227,3,1,38107.46,
201148,10384,2,1,86058.88,
200774,10593,2,1,56210.5,
200484,10730,3,1,949.19,
200264,10578,2,1,83217,
201382,10788,4,1,13510.69,
200039,10786,2,2,49676.09,
200251,10332,3,2,83517.97,
200474,10747,2,1,68217.62,
200307,10550,4,1,62791.88,
200719,10937,4,1,72074.16,
201117,10925,4,2,72818.53,
201058,10709,4,1,98804.31,
201170,11080,3,1,11265.85,
200691,10535,5,1,63310.26,
200529,10616,3,1,7072.39,
201558,10139,5,2,67364.79,
200741,10280,4,2,62802.7,
201321,10576,1,1,99616.91,
201127,10226,1,1,67441.98,
200064,10942,2,1,63793.48,
201279,10122,3,3,75180.34,
201508,10404,2,1,31174.55,
200395,10235,5,1,79274.38,
200734,10557,1,1,71914.07,
200485,10567,4,1,47990.96,
201145,10315,3,1,58360.34,
200920,10058,2,1,57474.38,
201327,10524,4,1,66029.82,
201559,10196,2,3,46035.26,
201641,10819,5,1,3441.92,
200454,10262,2,1,34042.27,
201603,10275,2,1,91348.58,
201576,11022,1,2,14051.64,
200141,10227,1,3,86449.34,
201533,10321,3,1,74579.15,
200724,10125,4,1,70644.62,
200872,10475,1,1,99622.22,
200918,10618,5,1,26242.64,
200120,10708,3,1,30224.18,
201506,10125,2,1,73456.64,
200927,10502,2,1,47108.34,
200122,10308,1,1,62397.19,
201631,10273,3,1,55836.35,
200287,10935,1,1,23213.22,
200461,10478,5,1,71132.59,
200550,10374,2,2,95845.75,
200126,10500,4,1,83625.42,
200380,10564,2,1,31978.53,
200900,10575,2,1,40320.06,
201491,10369,4,1,17911.11,
200053,11041,4,1,63843.37,
201046,10545,4,1,98109.46,
201414,10865,5,1,50771.1,
200976,10404,3,1,35267.84,
200652,10183,5,1,96036.35,
200887,10993,4,1,28368.98,
200433,10552,3,2,31513.54,
201182,10575,2,2,82184.28,
200285,10374,4,1,41610.67,
201339,10443,5,1,21279.38,
201550,10427,2,1,13621.53,
201605,10458,1,3,61452.84,
201648,10209,3,1,76038.59,
200726,10774,3,1,77266.48,
200154,10624,2,1,49097.06,
200999,10045,1,1,45056.58,
200850,10774,2,1,72232.35,
201264,10320,1,1,55623.9,
201433,10797,1,1,4802.83,
200708,10359,2,1,79123.63,
200271,10060,3,2,63431.51,
201427,10013,5,2,74732.41,
201617,10297,3,1,19685.71,
201047,11012,5,2,14199.85,
200137,10741,3,1,874.53,
200353,10502,2,1,37250.76,
200181,10810,2,1,42789.45,
201075,11065,1,1,89741.99,
200207,10179,4,3,14415.32,
201360,10851,4,2,64325.21,
200310,10006,2,1,59519.68,
200244,10727,2,2,65303.85,
200431,10522,2,1,78927.47,
201540,10177,2,1,2437.13,
201155,10687,4,1,69432.77,
200727,11082,5,1,73899.9,
201452,11014,3,2,70794.44,
200871,10706,1,1,20288.89,
200327,10375,3,1,47036.87,
200938,10128,3,1,64981.7,
201211,10454,2,1,31062.72,
200214,10062,4,2,30544.95,
200369,10392,3,1,71637.18,
201010,10972,3,1,98434.87,
201297,11073,2,2,58412.17,
201110,10830,4,1,12736.16,
200932,10468,4,1,22363.22,
200322,11018,1,1,-50.91,
200035,11016,5,2,16124.6,
201337,10637,2,1,11859.85,
201093,10584,4,1,81805.95,
200997,10246,5,2,41490.64,
200331,11036,2,2,5931.23,
200348,10105,5,1,79534.55,
200875,10667,5,1,42390.84,
200167,10432,1,1,42644.7,
200629,10541,1,2,8878.16,
200827,10920,1,1,16073.07,
200941,10278,1,1,72186.47,
200721,10937,3,1,96729.46,
201087,10049,4,1,80075.41,
200405,10020,5,1,28247.36,
200002,10839,5,1,84008.77,
201587,10114,4,1,83961.59,
200472,10170,1,1,52547.1,
200300,10551,4,1,63465.82,
201412,10326,1,1,20637.22,
201493,10494,1,1,83113.29,
201552,10753,2,3,16958,
201204,10228,5,1,43755.6,
201405,11019,5,1,59719.46,
200404,10229,3,1,32623.75,
200507,11084,4,1,48531.71,
200760,10380,3,1,90268.4,
201424,10242,3,2,3564.27,
201470,10280,4,1,24310.93,
200972,10659,3,1,42087.43,
200194,10801,3,2,62664.46,
200569,10780,3,1,74403.05,
200393,10367,1,1,58967.16,
200479,10218,1,1,77984.96,
200898,10343,3,1,68949.57,
201524,10402,4,1,38437.42,
200965,10687,2,2,82735.24,
201228,10401,3,1,89722.89,
200294,10926,2,1,15144.15,
200650,10307,2,1,31474.97,
201584,10977,5,1,75342.53,
200147,10931,3,1,741.98,
200928,10158,3,1,24066.31,
200480,10045,4,1,25494.74,
